order_id,customer_id,order_date,order_amount,customer_segment
120,29,2024-02-20,82.2,Basic
121,6,2024-01-27,492.13,Basic
122,79,2024-04-24,233.15,Basic
123,81,2023-08-11,105.27,Basic
124,90,2023-11-17,252.24,Basic
125,32,2024-03-17,331.47,Basic
126,1,2024-04-07,391.43,Basic
127,29,2024-03-02,404.01,Basic
128,90,2023-09-09,237.63,Basic
129,72,2024-01-25,459.56,Standard
130,16,2023-10-11,75.34,Standard
131,60,2023-06-25,270.25,Standard
132,72,2023-08-01,165.48,Standard
133,97,2023-10-18,310.2,Standard
134,93,2023-09-16,219.1,Premium
135,71,2023-10-16,449.63,Premium
136,96,2023-10-01,230.53,Premium
137,97,2024-01-26,421.53,Standard
138,36,2023-09-08,247.45,Basic
139,31,2024-01-12,225.54,Basic
140,92,2024-01-06,124.9,Premium
141,43,2023-12-20,447.58,Premium
142,11,2024-03-22,83.91,Premium
143,50,2023-06-11,84.87,Standard
144,28,2024-04-29,213.29,Basic
145,43,2023-08-28,238.3,Premium
146,8,2024-02-16,418.12,Basic
147,50,2023-08-06,473.57,Standard
148,3,2023-08-11,196.39,Standard
149,1,2023-12-03,156.32,Basic
150,50,2023-10-30,273.73,Standard
151,95,2023-08-26,401.94,Basic
152,29,2023-09-25,117.52,Basic
153,56,2023-09-26,24.22,Premium
154,44,2023-06-24,342.78,Standard
155,52,2024-03-08,421.85,Basic
156,17,2023-07-18,271.72,Standard
157,51,2023-08-02,286.55,Standard
158,4,2024-04-19,324.95,Premium
159,18,2023-10-08,99.05,Standard
160,34,2023-11-19,170.4,Premium
161,59,2023-12-16,175.38,Basic
162,49,2024-01-10,378.48,Premium
163,54,2024-01-23,419.11,Standard
164,61,2024-05-22,377.02,Basic
165,7,2023-12-04,119.87,Basic
166,9,2023-07-03,29.73,Premium
167,4,2024-01-26,107.69,Premium
168,3,2023-07-18,84.67,Standard
169,17,2023-10-02,338.03,Standard
170,73,2024-02-10,237.87,Premium
171,33,2023-11-25,92.22,Standard
172,78,2024-04-03,391.12,Standard
173,21,2023-12-24,62.97,Standard
174,4,2023-12-24,292.14,Premium
175,49,2023-11-10,471.32,Premium
176,26,2024-04-23,300.13,Standard
177,81,2024-01-28,59.93,Basic
178,99,2023-12-29,426.64,Basic
179,77,2024-03-31,400.15,Basic
180,73,2024-05-10,180.13,Premium
181,55,2023-06-28,191.58,Premium
182,65,2023-07-05,177.2,Premium
183,54,2023-09-24,61.71,Standard
184,47,2023-07-11,446.87,Basic
185,59,2023-06-04,84.97,Basic
186,23,2023-09-07,483.08,Standard
187,35,2023-07-21,406.02,Premium
188,69,2023-09-27,237.79,Basic
189,94,2023-08-02,141.51,Standard
190,32,2024-04-17,146.67,Basic
191,58,2024-01-28,377.73,Premium
192,73,2023-07-24,337.41,Premium
193,44,2024-05-17,252.21,Standard
194,42,2024-02-28,248.9,Standard
195,46,2024-01-20,176.77,Premium
196,77,2023-06-07,441.25,Basic
197,72,2024-05-26,263.15,Standard
198,25,2024-04-18,128.26,Premium
199,53,2023-09-24,282.04,Premium
200,31,2023-06-13,243.29,Basic
201,92,2023-09-23,229.61,Premium
202,3,2024-04-14,154.18,Standard
203,52,2023-06-12,129.22,Basic
204,85,2023-08-08,190.82,Standard
205,71,2023-09-03,178.44,Premium
206,96,2023-08-24,172.09,Premium
207,90,2023-10-12,142.75,Basic
208,33,2024-02-03,69.12,Standard
209,25,2023-12-22,68.58,Premium
210,69,2023-06-13,100.72,Basic
211,28,2023-09-27,145.48,Basic
212,76,2023-09-06,302.43,Basic
213,13,2024-02-22,155.16,Basic
214,47,2024-03-01,158.11,Basic
215,91,2023-09-01,72.03,Standard
216,6,2024-05-04,281.15,Basic
217,90,2024-03-28,322.56,Basic
218,97,2023-09-23,60.27,Standard
219,2,2023-08-12,149.33,Premium
220,62,2023-10-19,176.95,Standard
221,7,2024-01-23,471.12,Basic
222,62,2024-04-03,412.84,Standard
223,52,2023-09-23,46.3,Basic
224,81,2023-06-15,36.27,Basic
225,20,2023-08-17,475.07,Standard
226,11,2024-01-25,68.04,Premium
227,98,2023-10-31,307.1,Premium
228,80,2024-02-06,390.09,Basic
229,49,2023-10-14,455.17,Premium
230,39,2023-08-04,495.12,Standard
231,40,2023-08-14,314.3,Standard
232,79,2024-04-11,474.32,Basic
233,27,2023-07-16,113.4,Standard
234,85,2024-04-20,86.96,Standard
235,23,2023-08-23,46.78,Standard
236,1,2023-11-04,230.75,Basic
237,77,2023-10-04,152.72,Basic
238,30,2024-01-05,356.41,Standard
239,90,2023-10-12,44.88,Basic
240,30,2024-01-17,396.04,Standard
241,81,2023-08-04,333.98,Basic
242,26,2023-10-27,66.24,Standard
243,29,2023-07-05,83.0,Basic
244,35,2024-03-20,44.99,Premium
245,22,2023-12-26,301.57,Premium
246,73,2024-01-05,225.19,Premium
247,60,2023-06-14,159.0,Standard
248,52,2024-01-13,255.23,Basic
249,64,2023-10-20,49.42,Standard
250,6,2023-10-23,369.92,Basic
251,78,2024-01-24,22.67,Standard
252,30,2023-06-21,419.62,Standard
253,74,2023-08-05,475.89,Premium
254,98,2023-06-22,412.5,Premium
255,74,2024-05-11,383.92,Premium
256,23,2023-10-04,264.29,Standard
257,57,2024-01-10,98.93,Standard
258,75,2023-10-21,321.04,Premium
259,63,2024-04-15,240.31,Standard
260,53,2023-12-13,167.32,Premium
261,14,2024-03-10,171.6,Basic
262,89,2023-09-21,151.23,Standard
263,52,2023-08-24,27.98,Basic
264,12,2023-12-22,133.68,Basic
265,15,2023-11-07,433.81,Basic
266,1,2023-06-30,435.99,Basic
267,60,2023-11-02,36.56,Standard
268,67,2023-11-28,315.09,Standard
269,64,2023-07-16,226.6,Standard
270,7,2024-02-17,140.86,Basic
271,17,2024-01-05,224.68,Standard
272,90,2023-09-26,69.5,Basic
273,81,2023-07-25,401.66,Basic
274,91,2024-03-11,162.27,Standard
275,2,2023-08-23,209.92,Premium
276,29,2024-04-03,236.11,Basic
277,16,2023-07-05,417.75,Standard
278,64,2024-01-03,259.35,Standard
279,35,2023-11-01,419.01,Premium
280,61,2024-01-28,233.83,Basic
281,19,2023-11-17,103.4,Premium
282,77,2023-09-14,375.68,Basic
283,18,2024-04-26,145.36,Standard
284,54,2023-12-09,467.78,Standard
285,65,2024-01-16,412.07,Premium
286,37,2023-12-31,420.36,Standard
287,75,2023-06-29,249.92,Premium
288,20,2023-10-16,273.9,Standard
289,45,2023-12-13,280.44,Basic
290,70,2023-11-20,233.12,Standard
291,42,2024-02-25,490.58,Standard
292,31,2023-08-13,197.66,Basic
293,100,2023-11-03,31.39,Basic
294,96,2023-10-02,355.56,Premium
295,49,2023-11-16,494.32,Premium
296,84,2024-03-15,252.71,Basic
297,5,2024-03-28,256.12,Basic
298,76,2023-12-14,436.15,Basic
299,57,2024-04-10,267.72,Standard
300,59,2024-05-24,364.0,Basic
301,53,2023-07-01,485.28,Premium
302,10,2023-10-04,392.95,Premium
303,34,2023-12-10,315.4,Premium
304,51,2023-07-04,49.35,Standard
305,43,2023-06-21,431.08,Premium
306,49,2023-12-21,317.13,Premium
307,98,2023-09-25,437.47,Premium
308,5,2023-07-20,43.53,Basic
309,81,2023-06-16,461.26,Basic
310,30,2024-04-15,222.65,Standard
311,13,2023-07-12,354.91,Basic
312,13,2023-10-17,91.52,Basic
313,39,2024-05-17,32.54,Standard
314,8,2024-01-02,185.65,Basic
315,56,2024-03-18,129.66,Premium
316,53,2023-08-16,344.08,Premium
317,24,2024-03-05,95.78,Premium
318,79,2023-11-18,313.66,Basic
319,31,2023-09-20,457.29,Basic
320,19,2024-02-03,235.96,Premium
321,33,2023-10-09,135.11,Standard
322,2,2023-10-06,451.59,Premium
323,87,2023-08-26,87.41,Premium
324,57,2023-12-07,493.95,Standard
325,39,2023-07-09,481.39,Standard
326,89,2024-01-24,233.85,Standard
327,39,2024-02-20,499.69,Standard
328,62,2024-04-07,126.23,Standard
329,74,2023-11-30,291.66,Premium
330,90,2024-01-01,20.75,Basic
331,85,2023-11-11,144.5,Standard
332,73,2023-06-15,391.37,Premium
333,7,2023-07-26,375.13,Basic
334,37,2024-02-04,307.46,Standard
335,46,2024-02-09,321.94,Premium
336,80,2024-01-24,342.1,Basic
337,93,2023-06-29,343.62,Premium
338,18,2023-07-15,57.61,Standard
339,81,2023-07-06,29.32,Basic
340,57,2024-05-14,293.99,Standard
341,94,2024-03-25,54.17,Standard
342,38,2023-12-16,376.27,Premium
343,23,2024-02-19,74.76,Standard
344,70,2023-11-26,270.12,Standard
345,35,2024-03-08,135.92,Premium
346,62,2024-01-01,375.81,Standard
347,44,2024-04-03,239.48,Standard
348,10,2024-03-20,379.53,Premium
349,29,2023-06-20,364.87,Basic
350,51,2023-08-20,189.23,Standard
351,51,2024-05-24,139.58,Standard
352,16,2023-10-12,190.61,Standard
353,96,2023-06-22,138.46,Premium
354,49,2023-07-10,470.74,Premium
355,14,2023-06-21,124.57,Basic
356,4,2023-07-19,443.28,Premium
357,72,2023-12-16,458.48,Standard
358,29,2023-07-05,40.98,Basic
359,60,2023-06-08,158.07,Standard
360,53,2024-04-02,78.49,Premium
361,5,2023-12-28,498.0,Basic
362,15,2024-04-12,125.05,Basic
363,69,2024-03-23,200.44,Basic
364,48,2023-06-23,475.2,Basic
365,90,2023-08-29,215.37,Basic
366,96,2024-03-13,443.85,Premium
367,84,2024-04-11,418.51,Basic
368,79,2023-11-05,470.14,Basic
369,36,2024-05-15,348.24,Basic
370,28,2023-10-17,227.9,Basic
371,31,2023-11-28,58.68,Basic
372,88,2023-11-25,276.79,Standard
373,83,2023-11-30,39.67,Premium
374,36,2024-02-24,484.42,Basic
375,59,2024-04-15,334.76,Basic
376,83,2023-07-09,302.6,Premium
377,3,2024-05-06,395.53,Standard
378,32,2024-03-28,395.62,Basic
379,27,2024-04-26,416.61,Standard
380,71,2024-02-15,297.33,Premium
381,30,2023-12-15,389.44,Standard
382,77,2024-05-30,145.86,Basic
383,19,2024-03-26,274.71,Premium
384,23,2024-04-05,333.92,Standard
385,4,2024-03-25,17.28,Premium
386,31,2023-08-04,168.65,Basic
387,23,2024-01-17,35.68,Standard
388,95,2023-10-29,267.78,Basic
389,96,2024-04-29,243.36,Premium
390,100,2023-11-28,261.49,Basic
391,14,2023-10-13,256.88,Basic
392,79,2024-05-09,366.35,Basic
393,85,2023-09-08,157.8,Standard
394,83,2024-05-16,39.8,Premium
395,62,2023-11-08,218.87,Standard
396,14,2023-09-23,359.08,Basic
397,57,2024-04-24,450.64,Standard
398,42,2023-07-25,82.68,Standard
399,17,2024-01-12,315.92,Standard
400,75,2023-08-25,358.95,Premium
401,49,2023-07-31,269.97,Premium
402,59,2023-09-16,306.66,Basic
403,13,2023-06-07,66.06,Basic
404,84,2023-07-03,440.08,Basic
405,71,2024-02-11,220.73,Premium
406,30,2023-11-02,176.08,Standard
407,59,2023-11-09,213.83,Basic
408,13,2023-12-23,219.11,Basic
409,86,2024-01-22,193.41,Basic
410,20,2023-06-15,462.26,Standard
411,9,2024-04-15,417.57,Premium
412,12,2023-10-23,57.32,Basic
413,95,2023-11-23,407.77,Basic
414,72,2024-05-01,297.37,Standard
415,72,2023-08-18,171.53,Standard
416,16,2023-11-03,183.26,Standard
417,86,2023-10-28,435.37,Basic
418,93,2024-05-05,484.52,Premium
419,77,2023-12-24,182.31,Basic
420,74,2023-09-15,114.24,Premium
421,85,2023-09-28,119.88,Standard
422,14,2023-12-04,424.23,Basic
423,48,2024-04-03,383.68,Basic
424,74,2024-02-06,405.54,Premium
425,72,2023-07-18,310.65,Standard
426,83,2023-08-20,22.86,Premium
427,85,2023-06-11,141.05,Standard
428,24,2024-01-13,354.32,Premium
429,40,2023-12-10,182.0,Standard
430,24,2024-03-19,287.5,Premium
431,52,2024-04-26,79.52,Basic
432,82,2024-05-16,54.96,Basic
433,68,2024-02-11,194.34,Basic
434,59,2023-12-09,87.13,Basic
435,40,2023-12-17,390.65,Standard
436,73,2023-07-31,51.63,Premium
437,7,2024-03-13,87.13,Basic
438,80,2024-05-06,340.24,Basic
439,35,2023-10-18,334.35,Premium
440,63,2023-07-26,226.6,Standard
441,35,2024-02-11,379.92,Premium
442,15,2023-12-07,220.66,Basic
443,37,2023-06-19,342.46,Standard
444,63,2023-09-05,336.89,Standard
445,6,2024-02-09,203.68,Basic
446,77,2024-05-03,13.77,Basic
447,39,2024-02-13,386.0,Standard
448,98,2024-01-22,151.83,Premium
449,16,2024-05-28,253.72,Standard
450,56,2024-03-03,73.3,Premium
451,69,2023-06-06,122.75,Basic
452,72,2023-06-24,405.04,Standard
453,10,2023-11-10,432.26,Premium
454,6,2023-10-21,19.18,Basic
455,10,2023-12-23,292.12,Premium
456,74,2023-11-06,357.65,Premium
457,54,2024-01-04,66.43,Standard
458,3,2023-12-17,94.22,Standard
459,80,2023-10-09,417.69,Basic
460,47,2024-04-16,223.99,Basic
461,14,2024-01-28,223.48,Basic
462,52,2023-09-06,48.54,Basic
463,40,2023-12-10,118.57,Standard
464,100,2024-03-06,47.43,Basic
465,82,2024-04-03,270.0,Basic
466,25,2023-12-05,182.04,Premium
467,83,2024-03-17,125.77,Premium
468,19,2024-01-21,106.66,Premium
469,78,2024-03-14,382.51,Standard
470,84,2024-04-23,96.8,Basic
471,99,2023-07-15,252.12,Basic
472,97,2023-08-17,382.34,Standard
473,58,2023-06-18,462.84,Premium
474,73,2023-07-07,321.3,Premium
475,80,2023-12-18,433.48,Basic
476,81,2023-12-22,83.97,Basic
477,9,2023-10-04,226.68,Premium
478,39,2024-01-12,299.8,Standard
479,46,2023-09-15,46.35,Premium
480,60,2023-10-13,28.43,Standard
481,48,2024-01-06,47.6,Basic
482,12,2023-07-22,301.1,Basic
483,50,2023-10-08,294.36,Standard
484,95,2024-05-10,230.37,Basic
485,74,2023-07-03,102.24,Premium
486,78,2023-10-01,255.67,Standard
487,8,2023-10-14,60.72,Basic
488,44,2024-04-18,257.23,Standard
489,23,2024-05-11,131.39,Standard
490,57,2023-10-20,266.79,Standard
491,79,2024-03-11,188.31,Basic
492,37,2023-11-15,210.3,Standard
493,44,2023-06-19,302.96,Standard
494,81,2023-07-05,173.98,Basic
495,43,2024-04-13,283.4,Premium
496,50,2024-01-07,133.48,Standard
497,85,2023-07-28,437.91,Standard
498,43,2024-04-20,295.54,Premium
499,19,2023-12-04,162.01,Premium
500,84,2023-06-09,334.45,Basic
